id,product_series,product_name,manufacturer,product_type,supported_protocols
364,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
365,A,PLUS,Camille Bauer,Power Meters,modbus
366,B,21,ABB,Power Meters,modbus
367,Commander,C200-Standard,Control Techniques,Variable Frequency Drives,modbus
368,A,PLUS,Camille Bauer,Power Meters,modbus
369,Tmax XT7,Tmax XT7 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
370,E-Pumps,0.25-7.5 kW,Grundfos,Motors & Pumps,modbus
371,Relion 611 series,REM 611,ABB,Protection Relays,modbus
372,ME96,SSEA,Mitsubishi,Power Meters,modbus
373,Eco-Power Meter,KW2M-X,Panasonic,Power Meters,modbus
374,Optidrive,Coolvert,Invertek,Variable Frequency Drives,modbus
375,Isomax S7,Isomax S7 & SD030DX,ABB,Circuit Breakers,modbus
376,S7,S7-1200,Siemens,Programmable Logic Controllers,S7 PLC
377,Integra,1560,TE Connectivity,Power Meters,modbus
378,UR,T35,General Electric,Protection Relays,modbus
379,UR,B30,General Electric,Protection Relays,modbus
380,Emax,Emax w. PR333/P-LSI,ABB,Circuit Breakers,modbus
381,DRM,80,TE Connectivity,Power Meters,modbus
382,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
383,EntelliGuard,EntelliGuard G,General Electric,Circuit Breakers,modbus
384,Tmax XT4,Tmax XT4 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
385,Adjustable Speed Drives,H9,Toshiba,Variable Frequency Drives,modbus
386,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
387,Vamp Protection,200 Series,Schneider Electric,Protection Relays,modbus
388,SIA,B,Fanox,Protection Relays,modbus
389,C,96,Frer,Power Meters,modbus
390,EX,1000,Eaton,Uninterruptible Power Supplies,modbus
391,M Family,MIVII-2000,General Electric,Protection Relays,modbus
392,DPM,C520W,Delta Electronics,Power Meters,modbus
393,Network and Server,9PX - Split Phase,Eaton,Uninterruptible Power Supplies,modbus
394,Tmax XT2,Tmax XT2 & Ekip M-I & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
395,PMC,53M-A,CET,Power Meters,modbus
396,Emax 2,Emax 2 & Ekip LCD & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
397,DELPHYS,Green Power 2.0,Socomec,Uninterruptible Power Supplies,modbus
398,VFX,2,Emotron,Variable Frequency Drives,modbus
399,Tmax T7,Tmax T7 & PR332/P + PR330V & PR330/D-M,ABB,Circuit Breakers,modbus
400,CP,2000,Delta Electronics,Variable Frequency Drives,modbus | ethernet-ip
401,Emax,Emax w. PR123/P-LSIG,ABB,Circuit Breakers,modbus
402,VLT,FCM 106,Danfoss,Variable Frequency Drives,modbus
403,PMC,340A,CET,Power Meters,modbus
404,Sunny Tripower,CORE1,SMA,Solar Inverters,modbus
405,EPM,6100,General Electric,Power Meters,modbus
406,NE-S1,NE-S1,Hitachi,Variable Frequency Drives,modbus
407,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
408,A,PLUS,Camille Bauer,Power Meters,modbus
409,DIRIS Digiware,I-33,Socomec,Power Meters,modbus
410,V,V1000,Yaskawa,Variable Frequency Drives,modbus
411,Conext,CL-60,Schneider Electric,Solar Inverters,modbus
412,ACS,480,ABB,Variable Frequency Drives,modbus | ethernet-ip
413,MAGNA,MAGNA3-D w. Sensor,Grundfos,Motors & Pumps,modbus
414,Liebert,HiNet,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
415,Magnum DS,Magnum DS & Digitrip RMS 520MC & PXG,Eaton,Circuit Breakers,modbus
416,EPM,6010T,General Electric,Power Meters,modbus
417,DRM,125,TE Connectivity,Power Meters,modbus
418,UR,F35,General Electric,Protection Relays,modbus
419,Unidrive,M700-Modified,Control Techniques,Variable Frequency Drives,modbus
420,Series G Molded Case Circuit Breakers,Series G,Eaton,Circuit Breakers,modbus
421,Tmax XT4,Tmax XT4 & Ekip G Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
422,Optidrive,E3,Invertek,Variable Frequency Drives,modbus
423,Tmax XT4,Tmax XT4 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
424,NRX,NRX & PXR 25,Eaton,Circuit Breakers,modbus
425,AKAMAS,AKAMAS,GINO-AKA,Liquid Starter,modbus
426,CFW,700,WEG,Variable Frequency Drives,modbus
427,Acti9 iEM3000,iEM3100,Schneider Electric,Power Meters,modbus
428,Unidrive,M600-Modified,Control Techniques,Variable Frequency Drives,modbus
429,Conext,CL,Schneider Electric,Solar Inverters,modbus
430,AcuDC,243,Accuenergy,Power Meters,modbus
431,Sunny Tripower,15000 - 25000TL,SMA,Solar Inverters,modbus
432,G,7,Yaskawa,Variable Frequency Drives,modbus
433,Controls and Monitoring,Control MPC w. Sensor,Grundfos,Motors & Pumps,modbus
434,Countis,E53,Socomec,Power Meters,modbus
435,ME96,SSHA,Mitsubishi,Power Meters,modbus
436,M Family,MIVII-3000,General Electric,Protection Relays,modbus
437,EntelliGuard,PowerBreak II,ABB,Circuit Breakers,modbus
438,Acuvim,II Series,Accuenergy,Power Meters,modbus
439,PowerLogic,EM4900,Schneider Electric,Power Meters,modbus
440,MC Series,3000,AC Tech,Variable Frequency Drives,modbus
441,DIRIS,A-14,Socomec,Power Meters,modbus
442,ACS,160,ABB,Variable Frequency Drives,modbus
443,Eco-Power Meter,KW2M-X,Panasonic,Power Meters,modbus
444,UMG,96-PA,Janitza,Power Meters,modbus
445,Shark,250-270,Electro Industries,Power Meters,modbus
446,AC Drives,Flowdrive,Emotron,Variable Frequency Drives,modbus
447,Integra,1530,TE Connectivity,Power Meters,modbus
448,ACS,860,ABB,Variable Frequency Drives,modbus
449,Hydro,Multi-E w. Sensor,Grundfos,Motors & Pumps,modbus
450,F,300-Standard,Control Techniques,Variable Frequency Drives,modbus
451,Liebert,Nfinity,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
452,Easergy-P5,U20,Schneider Electric,Protection Relays,modbus
453,A,A1000,Omron,Variable Frequency Drives,modbus
454,ComPact NS,Micrologic Type E,Schneider Electric,Circuit Breakers,modbus
455,EPM,5200,General Electric,Power Meters,modbus
456,Sunny Boy,1.5 / 2.0 / 2.5,SMA,Solar Inverters,modbus
457,PMC,630-A,CET,Power Meters,modbus
458,IZMX,IZMX 40 & PXR 25,Eaton,Circuit Breakers,modbus
459,SIRAX,BM1200,Camille Bauer,Power Meters,modbus
460,PowerLogic,CM4000,Schneider Electric,Power Meters,modbus
461,VLT Refrigeration Drive,FC 103,Danfoss,Variable Frequency Drives,modbus
462,ME96,SSRA,Mitsubishi,Power Meters,modbus
463,ME96,SSRA,Mitsubishi,Power Meters,modbus
464,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
465,SIL,A,Fanox,Protection Relays,modbus
466,Tmax XT7,Tmax XT7 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
467,A,42,ABB,Power Meters,modbus
468,FR-F Series,FR-F800,Mitsubishi,Variable Frequency Drives,modbus
469,EC-300 Series,ECR310D,Hager,Power Meters,modbus
470,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
471,DPM,C501L,Delta Electronics,Power Meters,modbus
472,PowerPact,H-J-L-Frame,Schneider Electric,Circuit Breakers,modbus
473,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
474,Tmax XT7,Tmax XT7 & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
475,SINEAX,DM5000,Camille Bauer,Power Meters,modbus
476,PAC,3200T,Siemens,Power Meters,modbus
477,3 Series,339,General Electric,Protection Relays,modbus
478,Integra,1530,TE Connectivity,Power Meters,modbus
479,Tmax XT7 M,Tmax XT7 M & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
480,Network and Server,9130,Eaton,Uninterruptible Power Supplies,modbus
481,Tmax XT7 M,Tmax XT7 M & Ekip G Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
482,EEM,400,Honeywell,Power Meters,modbus
483,Tmax T2,Tmax T2 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
484,Emax,Emax 2 FW 3.xx,ABB,Circuit Breakers,modbus
485,EntelliGuard,AKR,ABB,Circuit Breakers,modbus
486,Controls and Monitoring,Control DDD,Grundfos,Motors & Pumps,modbus
487,Tmax XT7 M,Tmax XT7 M & Ekip G Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
488,FC-101,FC-101 FW 3.0,Danfoss,Device,bacnet
489,Tmax T8,Tmax T8 & PR333/P & PR330/D-M,ABB,Circuit Breakers,modbus
490,UR,D60,General Electric,Protection Relays,modbus
491,E-Pumps,11-22 kW TPE,Grundfos,Motors & Pumps,modbus
492,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
493,Countis,E28,Socomec,Power Meters,modbus
494,Magnum,Magnum DS,Eaton,Circuit Breakers,modbus
495,510,A,Teco,Variable Frequency Drives,modbus
496,Emax 2,Emax 2 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
497,Sunny Tripower,25000TL-JP,SMA,Solar Inverters,modbus
498,ACS,350,ABB,Variable Frequency Drives,modbus
499,Tmax XT7,Tmax XT7 & Ekip M Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
500,Tmax T1,Tmax T1 & SD030DX,ABB,Circuit Breakers,modbus
501,UMG,96RM,Janitza,Power Meters,modbus
502,Liebert,ITA2,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
503,ACS,380,ABB,Variable Frequency Drives,modbus | ethernet-ip
504,Low Voltage VFD,S100,LS Electric,Variable Frequency Drives,ethernet-ip
505,Vacon,10,Danfoss,Variable Frequency Drives,modbus
506,HVAC,H300 (Modified Addressing),Control Techniques,Variable Frequency Drives,modbus
507,510,F,Teco,Variable Frequency Drives,modbus
508,PD,PD & PXR 20D & CAM + ECAM,Eaton,Circuit Breakers,modbus
509,Altistart series,Altivar 48,Schneider Electric,Variable Frequency Drives,modbus
510,ME96,SSHA,Mitsubishi,Power Meters,modbus
511,CENTRAX,CU3000,Camille Bauer,Power Meters,modbus
512,Tmax XT5,Tmax XT5 & Ekip G Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
513,PMC,630,CET,Power Meters,modbus
514,Tmax XT7,Tmax XT7 & Ekip G Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
515,Tmax XT4,Tmax XT4 & Ekip E-LSIG & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
516,Conext,CL36,Schneider Electric,Solar Inverters,modbus
517,8400,BaseLine D,Lenze,Variable Frequency Drives,ethernet-ip
518,T-PRO,4000,ERL,Protection Relays,modbus
519,PMC,43V,CET,Power Meters,modbus
520,F-PRO,235,ERL,Protection Relays,modbus
521,VFD,VE,Delta Electronics,Variable Frequency Drives,modbus
522,PMC,53A,CET,Power Meters,modbus
523,SM,SM103E,Hager,Power Meters,modbus
524,ACS,880 FW 1.5x,ABB,Variable Frequency Drives,modbus | ethernet-ip
525,Amik,201,Simpson Electric,Power Meters,modbus
526,T1000,5-6kVA,Toshiba,Uninterruptible Power Supplies,modbus
527,Tmax XT2,Tmax XT2 & TMA & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
528,Relion 611 series,REU 611,ABB,Protection Relays,modbus
529,9900,B,Mitsubishi,Uninterruptible Power Supplies,modbus
530,Tmax XT7 M,Tmax XT7 M & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
531,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
532,ACS,355,ABB,Variable Frequency Drives,modbus | ethernet-ip
533,Tmax XT7 M,Tmax XT7 M & Ekip Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
534,DSII,DSII & Digitrip RMS 910 & mMint,Eaton,Circuit Breakers,modbus
535,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
536,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
537,DRS,100,TE Connectivity,Power Meters,modbus
538,SPR,14,TE Connectivity,Protection Relays,modbus
539,Phantom System,Phantom Gateway,Erbessd Instruments,Vibration Motors,modbus
540,Shark,200,Electro Industries,Power Meters,modbus
541,DIRIS,A-40,Socomec,Power Meters,modbus
542,Commander,C200-Modified,Control Techniques,Variable Frequency Drives,modbus
543,M Family,MIVII-1000,General Electric,Protection Relays,modbus
544,MID,C70,Frer,Power Meters,modbus
545,Galaxy,VS,Schneider Electric,Uninterruptible Power Supplies,modbus
546,IZMX,IZMX 40 & PXR 25 & CAM + MCAM,Eaton,Circuit Breakers,modbus
547,Network and Server,5PX / 5P,Eaton,Uninterruptible Power Supplies,modbus
548,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
549,PowerPact,P-R-Frame,Schneider Electric,Circuit Breakers,modbus
550,ACS,550,ABB,Variable Frequency Drives,modbus | ethernet-ip
551,PowerLogic,BCPMSC-B,Schneider Electric,Power Meters,modbus
552,MELPRO-S Series,COC4 - A02S1,Mitsubishi,Protection Relays,modbus
553,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
554,Tmax T5,Tmax T5 & SD030DX,ABB,Circuit Breakers,modbus
555,ME96,SSEA,Mitsubishi,Power Meters,modbus
556,NRX,NRX & PXR 25,Eaton,Circuit Breakers,modbus
557,Tmax XT2,Tmax XT2 & Ekip N-LS/I & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
558,Tmax XT4,Tmax XT4 & Ekip LS/I & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
559,Nemo,96HDLe,IME,Power Meters,modbus
560,VLT,FC 280,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
561,EC-300 Series,ECA311D,Hager,Power Meters,modbus
562,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
563,Eco-Power Meter,KW2M-X,Panasonic,Power Meters,modbus
564,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
565,TCF,TF500,AC Tech,Variable Frequency Drives,modbus
566,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
567,VFD,L,Delta Electronics,Variable Frequency Drives,modbus
568,EPM,6000,General Electric,Power Meters,modbus
569,SINEAX,SINEAX DM5F,Camille Bauer,Power Meters,modbus
570,Tmax XT4,Tmax XT4 & MA & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
571,DIRIS Digiware,U-10,Socomec,Power Meters,modbus
572,Tmax XT2,Tmax XT2 & TMD & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
573,Power Monitoring / Metering,PM3,Eaton,Power Meters,modbus
574,Conext,XW+ 230V,Schneider Electric,Solar Inverters,modbus
575,S7,S7-1500,Siemens,Programmable Logic Controllers,S7 PLC
576,Integra,1560,TE Connectivity,Power Meters,modbus
577,Nemo,D4-Le,IME,Power Meters,modbus
578,PowerLogic,BCPM-A,Schneider Electric,Power Meters,modbus
579,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
580,EasyLogic,PM1130H,Schneider Electric,Power Meters,modbus
581,ACS,530,ABB,Variable Frequency Drives,modbus
582,FR-CS Series,FR-CS82S,Mitsubishi,Variable Frequency Drives,modbus
583,Tmax XT2,Tmax XT2 & MF & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
584,E-Pumps,0.25-7.5 kW G models 3phase w. Sensor,Grundfos,Motors & Pumps,modbus
585,SIR,A,Fanox,Protection Relays,modbus
586,Tmax XT5,Tmax XT5 & Ekip G Dip & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
587,Tmax XT7,Tmax XT7 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
588,PD,PD (ICCB) & PXR 20 & CAM + ECAM,Eaton,Circuit Breakers,modbus
589,Tmax XT2,Tmax XT2 & Ekip LSI & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
590,VLT,FCM 300,Danfoss,Variable Frequency Drives,modbus
591,VLT AutomationDrive,FC 302,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
592,PMC,220,CET,Power Meters,modbus
593,SIRAX,MM1400,Camille Bauer,Power Meters,modbus
594,777,P/P1,Littelfuse,Protection Relays,modbus
595,Commander,SK,Control Techniques,Variable Frequency Drives,modbus
596,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
597,Liebert,APS,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
598,Series C,Series C & Digitrip RMS 910 & PXG,Eaton,Circuit Breakers,modbus
599,SINEAX,DM5000,Camille Bauer,Power Meters,modbus
600,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
601,PowerXL,DE1-3,Eaton,Variable Frequency Drives,ethernet-ip
602,Altivar Series,Altivar 32,Schneider Electric,Variable Frequency Drives,modbus
603,Conzerv,EM6400,Schneider Electric,Power Meters,modbus
604,Tmax,Tmax T4 & PR223DS,ABB,Circuit Breakers,modbus
605,Multilin,F650,General Electric,Protection Relays,modbus
606,DRM,5,TE Connectivity,Power Meters,modbus
607,Acuvim,CL,Accuenergy,Power Meters,modbus
608,Sunny Tripower,60,SMA,Solar Inverters,modbus
609,F-PRO,216,ERL,Protection Relays,modbus
610,SIRAX,BM1200,Camille Bauer,Power Meters,modbus
611,Series C,Series C & Digitrip OPTIM 1050 & PXG,Eaton,Circuit Breakers,modbus
612,PMC,53M-E,CET,Power Meters,modbus
613,SINEAX,A210-A220,Camille Bauer,Power Meters,modbus
614,Tmax XT4,Tmax XT4 & TMA & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
615,Power Xpert Meter,PXM2250,Eaton,Power Meters,modbus
616,Eco-Power Meter,KW7M,Panasonic,Power Meters,modbus
617,Vamp Protection,300 Series,Schneider Electric,Protection Relays,modbus
618,A,43,ABB,Power Meters,modbus
619,Conext,XW 230V,Schneider Electric,Solar Inverters,modbus
620,Nemo,96HD+,IME,Power Meters,modbus
621,DPM,D520I,Delta Electronics,Power Meters,modbus
622,Tmax XT4,Tmax XT4 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
623,DSII,DSII & Digitrip RMS 810 & mMint,Eaton,Circuit Breakers,modbus
624,Relion 615 series,RED 615 ANSI,ABB,Protection Relays,modbus
625,Smart meter,DIN-Mon,Honeywell,Power Meters,modbus
626,Conzerv Em,EM6435,Schneider Electric,Power Meters,modbus
627,L,L1000A,Yaskawa,Variable Frequency Drives,modbus
628,VFD,EL,Delta Electronics,Variable Frequency Drives,modbus
629,PowerFlex,525 (MultiDrive),Rockwell Automation,Variable Frequency Drives,ethernet-ip
630,Sentron,3WL-COM16,Siemens,Circuit Breakers,modbus
631,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
632,Shark,MP200-S,Electro Industries,Power Meters,modbus
633,Multilin,G650,General Electric,Protection Relays,modbus
634,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
635,Tmax T5,Tmax T5 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
636,Tmax XT4,Tmax XT4 & Ekip Z-LS & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
637,5000,N3R,Toshiba,Uninterruptible Power Supplies,modbus
638,Power Xpert Meter,PXM1300,Eaton,Power Meters,modbus
639,Tmax,Tmax XT,ABB,Circuit Breakers,modbus
640,Tmax XT7 M,Tmax XT7 M & Ekip G Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
641,Tmax XT4,Tmax XT4 & Ekip LS/I & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
642,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
643,PowerLogic,EM4300,Schneider Electric,Power Meters,modbus
644,FR-CS Series,FR-CS84,Mitsubishi,Variable Frequency Drives,modbus
645,E-Mon,Class 3200,Honeywell,Power Meters,modbus
646,DSII,DSII & Digitrip OPTIM 750 & PXG,Eaton,Circuit Breakers,modbus
647,Isomax S7,Isomax S7 & PR212/P & PR212/D-M,ABB,Circuit Breakers,modbus
648,Tmax XT5,Tmax XT5 & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
649,Nexus,1252,Electro Industries,Power Meters,modbus
650,Amik,201,Simpson Electric,Power Meters,modbus
651,GIMA,G100,Simpson Electric,Power Meters,modbus
652,Tmax T4,Tmax T4 & PR222DS/PD,ABB,Circuit Breakers,modbus
653,SR Series,760,General Electric,Protection Relays,modbus
654,PXM 2000,PXM 2000 FW 2.1.2,Eaton Corporation,Device,bacnet
655,DRS,100,TE Connectivity,Power Meters,modbus
656,Power Circuit Breakers,WL - UL 489,Siemens,Circuit Breakers,modbus
657,EPM,9650,General Electric,Power Meters,modbus
658,Tmax XT7 M,Tmax XT7 M & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
659,NRX,NRX & PXR 20 & CAM + MCAM,Eaton,Circuit Breakers,modbus
660,Sinamics,DCM,Siemens,Variable Frequency Drives,modbus | ethernet-ip
661,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
662,ACS,880 FW 2.7x,ABB,Variable Frequency Drives,modbus
663,Moeller,PKE 32 & PKE-XTU(W)A & COM-RTU,Eaton,Circuit Breakers,modbus
664,Relion 615 series,REF 615R,ABB,Protection Relays,modbus
665,DIRIS Digiware,I-43,Socomec,Power Meters,modbus
666,Hydro,Multi-E,Grundfos,Motors & Pumps,modbus
667,Professional II,3/100,EMU Electronics,Power Meters,modbus
668,Vacon,100 Industrial/Flow,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
669,SIRAX,BM1400,Camille Bauer,Power Meters,modbus
670,Tmax XT5,Tmax XT5 & Ekip M Dip & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
671,SCF,SF,AC Tech,Variable Frequency Drives,modbus
672,FR-E Series,FR-E700/700SC,Mitsubishi,Variable Frequency Drives,modbus
673,DSE,P961-P962,DSE,Power Meters,modbus
674,Tmax XT5,Tmax XT5 & TMA & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
675,9000X AF Drives,SVX9000,Eaton,Variable Frequency Drives,modbus | ethernet-ip
676,Movitrac,Movitrac B,SEW EURODRIVE,Variable Frequency Drives,modbus
677,Liebert,PowerSure Interactive,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
678,Conzerv,EM6434,Schneider Electric,Power Meters,modbus
679,F-PRO,4000,ERL,Protection Relays,modbus
680,Altivar Series,Altivar 650,Schneider Electric,Variable Frequency Drives,modbus
681,SINEAX,SINEAX DM5S,Camille Bauer,Power Meters,modbus
682,ECS Series,ECS Series,Janitza,Power Meters,modbus
683,VFD,V,Delta Electronics,Variable Frequency Drives,modbus
684,Z,Z1000,Yaskawa,Variable Frequency Drives,modbus
685,M Family,MIVII-1000,General Electric,Protection Relays,modbus
686,MW,500,WEG,Variable Frequency Drives,modbus
687,EC-100 Series,ECR140D,Hager,Power Meters,modbus
688,PowerFlex,700S,Rockwell Automation,Variable Frequency Drives,ethernet-ip
689,PowerMonitor,1000-TS3,Rockwell Automation,Power Meters,modbus
690,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
691,DRS,45-1P,TE Connectivity,Power Meters,modbus
692,SINEAX,DM5000,Camille Bauer,Power Meters,modbus
693,DSLII,DSLII & Digitrip OPTIM 1050 & PXG,Eaton,Circuit Breakers,modbus
694,L-PRO,4500,ERL,Protection Relays,modbus
695,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
696,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
697,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
698,Tmax XT5,Tmax XT5 & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
699,SINEAX,CAM,Camille Bauer,Power Meters,modbus
700,EasyLogic,PM1120H,Schneider Electric,Power Meters,modbus
701,M Family,MIVII-2000,General Electric,Protection Relays,modbus
702,SIRAX,BT5700,Camille Bauer,Power Meters,modbus
703,UMG,604-PRO,Janitza,Power Meters,modbus
704,SINEAX,CAM,Camille Bauer,Power Meters,modbus
705,Unidrive,M200-Modified,Control Techniques,Variable Frequency Drives,modbus
706,CENTRAX,CU5000,Camille Bauer,Power Meters,modbus
707,Tmax XT5,Tmax XT5 & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
708,ACS,400,ABB,Variable Frequency Drives,modbus
709,IZMX,IZMX 16 & PXR 20 & CAM + MCAM,Eaton,Circuit Breakers,modbus
710,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
711,Shark,MP200-T,Electro Industries,Power Meters,modbus
712,DPM,DA530,Delta Electronics,Power Meters,modbus
713,VLT HVAC Drive,FC 102,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
714,MVW,3000,WEG,Variable Frequency Drives,modbus
715,EPM,7000,General Electric,Power Meters,modbus
716,A,PLUS,Camille Bauer,Power Meters,modbus
717,Isomax S1,Isomax S1 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
718,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
719,PMC,53M-A,CET,Power Meters,modbus
720,Sepam,Series 10,Schneider Electric,Protection Relays,modbus
721,Tmax XT7 M,Tmax XT7 M & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
722,PMC,509,CET,Power Meters,modbus
723,SIA,C,Fanox,Protection Relays,modbus
724,Tmax XT7,Tmax XT7 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
725,M Family,MIVII-3000,General Electric,Protection Relays,modbus
726,DRM,125,TE Connectivity,Power Meters,modbus
727,Countis,E23,Socomec,Power Meters,modbus
728,VFD,E,Delta Electronics,Variable Frequency Drives,modbus
729,300,EM/ET,Carlo Gavazzi,Power Meters,modbus
730,CONTO,D2 MID,IME,Power Meters,modbus
731,DS,DS & Digitrip RMS 910 & PXG,Eaton,Circuit Breakers,modbus
732,Tmax XT7 M,Tmax XT7 M & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
733,Unidrive,M300-Standard,Control Techniques,Variable Frequency Drives,modbus
734,E94,9400 Highline,Lenze,Variable Frequency Drives,ethernet-ip
735,T1000,1-3kVA,Toshiba,Uninterruptible Power Supplies,modbus
736,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
737,DRS,100,TE Connectivity,Power Meters,modbus
